Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
IZ7ENW3X,journalArticle,2019,"Lacoste, Alexandre; Luccioni, Alexandra; Schmidt, Victor; Dandres, Thomas",Quantifying the Carbon Emissions of Machine Learning,arXiv:1910.09700 [cs],,,,http://arxiv.org/abs/1910.09700,"From an environmental standpoint, there are a few crucial aspects of training a neural network that have a major impact on the quantity of carbon that it emits. These factors include: the location of the server used for training and the energy grid that it uses, the length of the training procedure, and even the make and model of hardware on which the training takes place. In order to approximate these emissions, we present our Machine Learning Emissions Calculator, a tool for our community to better understand the environmental impact of training ML models. We accompany this tool with an explanation of the factors cited above, as well as concrete actions that individual practitioners and organizations can take to mitigate their carbon emissions.",2019/11/4,2021/12/3 15:01,2021/12/3 15:01,2021/12/3 15:01,,,,,,,,,,,,,,,,,,,arXiv.org,,arXiv: 1910.09700,,/Users/bbochenek/Zotero/storage/MKP3TIHV/Lacoste et al. - 2019 - Quantifying the Carbon Emissions of Machine Learni.pdf; /Users/bbochenek/Zotero/storage/QBKTQQ94/1910.html,,,Computer Science - Computers and Society; Computer Science - Machine Learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QXCF5WIM,journalArticle,2020,"Roy, Paramita; Chandra Pal, Subodh; Chakrabortty, Rabin; Chowdhuri, Indrajit; Malik, Sadhan; Das, Biswajit",Threats of climate and land use change on future flood susceptibility,Journal of Cleaner Production,,0959-6526,10.1016/j.jclepro.2020.122757,https://www.sciencedirect.com/science/article/pii/S095965262032802X,"Management of any unstable situation or conditions helps to return it to its natural state. In recent times, disaster management is required for sustainable management. Researchers, geographers, climatologists, regional planners in every country are trying to control and mitigate the effect of disasters. The Ajoy River basin of eastern India is facing the acute problem of flood in every monsoon period and this region is highly populated as well as agricultural productivity is very high. So, this region is taken into consideration as a study region through various natural and anthropogenic factors. The current research work is presenting flood susceptible areas in Ajoy River basin using Support Vector Machine (SVM), Random Forest (RF) and Biogeography Based Optimization (BBO) model in GIS environment. To establish the final result different flood susceptibility causal factors (topographical, hydrological, soil characteristics, environmental and geological) are envisaged. The models result was evaluated through Area Under Curve (AUC) values with Receiver Operating Characteristics (ROC). The condition or environment of flood is shown by AUC. When AUC values shows more than 0.95 then there will be strong probability of flood occurrence. Here the AUC values for the BBO, RF and SVM are 0.985, 0.925 and 0.896 respectively. In this study out of three models, BBO showed us best result (AUC = 0.98) and made assurance that BBO is a prominent method for identifying the flood prone areas in eastern part of India, a monsoon dominated region and help to take managing step for regional mitigation as well as development planning.",2020/11/1,2021/12/3 15:01,2021/12/3 15:01,2021/12/3 15:01,122757,,,272,,Journal of Cleaner Production,,,,,,,,en,,,,,ScienceDirect,,,,,,,BBO; Flood prone areas; Natural disaster; RF; SVM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I2YXXGEQ,journalArticle,2020,"Han, Jichong; Zhang, Zhao; Cao, Juan; Luo, Yuchuan; Zhang, Liangliang; Li, Ziyue; Zhang, Jing",Prediction of Winter Wheat Yield Based on Multi-Source Data and Machine Learning in China,Remote Sensing,,,10.3390/rs12020236,https://www.mdpi.com/2072-4292/12/2/236,"Wheat is one of the main crops in China, and crop yield prediction is important for regional trade and national food security. There are increasing concerns with respect to how to integrate multi-source data and employ machine learning techniques to establish a simple, timely, and accurate crop yield prediction model at an administrative unit. Many previous studies were mainly focused on the whole crop growth period through expensive manual surveys, remote sensing, or climate data. However, the effect of selecting different time window on yield prediction was still unknown. Thus, we separated the whole growth period into four time windows and assessed their corresponding predictive ability by taking the major winter wheat production regions of China as an example in the study. Firstly we developed a modeling framework to integrate climate data, remote sensing data and soil data to predict winter wheat yield based on the Google Earth Engine (GEE) platform. The results show that the models can accurately predict yield 1~2 months before the harvesting dates at the county level in China with an R2 &gt; 0.75 and yield error less than 10%. Support vector machine (SVM), Gaussian process regression (GPR), and random forest (RF) represent the top three best methods for predicting yields among the eight typical machine learning models tested in this study. In addition, we also found that different agricultural zones and temporal training settings affect prediction accuracy. The three models perform better as more winter wheat growing season information becomes available. Our findings highlight a potentially powerful tool to predict yield using multiple-source data and machine learning in other regions and for crops.",1月-20,2021/12/3 15:01,2021/12/3 15:01,2021/12/3 15:01,236,,2,12,,,,,,,,,,en,http://creativecommons.org/licenses/by/3.0/,,,,www.mdpi.com,,Number: 2 Publisher: Multidisciplinary Digital Publishing Institute,,/Users/bbochenek/Zotero/storage/LIJ9QZC3/Han et al. - 2020 - Prediction of Winter Wheat Yield Based on Multi-So.pdf,,,<i>Triticum aestivum</i> L.; Google Earth Engine (GEE); machine learning; multi-source data; wheat yield prediction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN2FYTLR,journalArticle,2018,"Ali, Mumtaz; Deo, Ravinesh C.; Downs, Nathan J.; Maraseni, Tek",Multi-stage committee based extreme learning machine model incorporating the influence of climate parameters and seasonality on drought forecasting,Computers and Electronics in Agriculture,,0168-1699,10.1016/j.compag.2018.07.013,https://www.sciencedirect.com/science/article/pii/S016816991830588X,"Drought forewarning is an important decisive task since drought is perceived a recurrent feature of climate variability and climate change leading to catastrophic consequences for agriculture, ecosystem sustainability, and food and water scarcity. This study designs and evaluates a soft-computing drought modelling framework in context of Pakistan, a drought-stricken nation, by means of a committee extreme learning machine (Comm-ELM) model in respect to a committee particle swarm optimization-adaptive neuro fuzzy inference system (Comm-PSO-ANFIS) and committee multiple linear regression (Comm-MLR) model applied to forecast monthly standardized precipitation index (SPI). The proposed Comm-ELM model incorporates historical monthly rainfall, temperature, humidity, Southern Oscillation Index (SOI) at monthly lag (t − 1) and the respective month (i.e., periodicity factor) as the explanatory variable for the drought’s behaviour defined by SPI. The model accuracy is assessed by root mean squared error, mean absolute error, correlation coefficient, Willmott’s index, Nash-Sutcliffe efficiency and Legates McCabe’s index in the independent test dataset. With the incorporation of periodicity as an input factor, the performance of the Comm-ELM model for Islamabad, Multan and Dera Ismail Khan (D. I. Khan) as the test stations, was remarkably improved in respect to the Comm-PSO-ANFIS and Comm-MLR model. Other than the superiority of Comm-ELM over the alternative models tested for monthly SPI forecasting, we also highlight the importance of the periodicity cycle as a pertinent predictor variable in a drought forecasting model. The results ascertain that the model accuracy scales with geographic factors, due to the complexity of drought phenomenon and its relationship with the different inputs and data attributes that can affect the overall evolution of a drought event. The findings of this study has important implications for agricultural decision-making where future knowledge of drought can be used to develop climate risk mitigation strategies for better crop management.",2018/9/1,2021/12/3 15:01,2021/12/3 15:01,2021/12/3 15:01,149-165,,,152,,Computers and Electronics in Agriculture,,,,,,,,en,,,,,ScienceDirect,,,,,,,Committee model; Drought forecasting; Extreme learning machine; Multi-linear regression; Particle swarm optimization based adaptive neuro fuzzy inference system; Standardized precipitation index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDGQGA66,journalArticle,2019,"Barnes, Elizabeth A.; Hurrell, James W.; Ebert-Uphoff, Imme; Anderson, Chuck; Anderson, David",Viewing Forced Climate Patterns Through an AI Lens,Geophysical Research Letters,,1944-8007,10.1029/2019GL084944,https://onlinelibrary.wiley.com/doi/abs/10.1029/2019GL084944,"Many problems in climate science require extracting forced signals from a background of internal climate variability. We demonstrate that artificial neural networks (ANNs) are a useful addition to the climate science “toolbox” for this purpose. Specifically, forced patterns are detected by an ANN trained on climate model simulations under historical and future climate scenarios. By identifying spatial patterns that serve as indicators of change in surface temperature and precipitation, the ANN can determine the approximate year from which the simulations came without first explicitly separating the forced signal from the noise of both internal climate variability and model uncertainty. Thus, the ANN indicator patterns are complex, nonlinear combinations of signal and noise and are identified from the 1960s onward in simulated and observed surface temperature maps. This approach suggests that viewing climate patterns through an artificial intelligence (AI) lens has the power to uncover new insights into climate variability and change.",2019,2021/12/3 15:04,2021/12/3 15:04,2021/12/3 15:04,13389-13398,,22,46,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1029/2019GL084944,,/Users/bbochenek/Zotero/storage/CBSJL9B4/Barnes et al. - 2019 - Viewing Forced Climate Patterns Through an AI Lens.pdf,,,climate change; climate patterns; machine learning; neural network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FVX9A8QT,journalArticle,2021,"Park, Ellen; Kim, Jae Deok; Aoki, Nadege; Cao, Yumeng Melody; Arefeen, Yamin; Beveridge, Matthew; Nicholson, David; Drori, Iddo",Predicting Critical Biogeochemistry of the Southern Ocean for Climate Monitoring,arXiv:2111.00126 [physics],,,,http://arxiv.org/abs/2111.00126,"The Biogeochemical-Argo (BGC-Argo) program is building a network of globally distributed, sensor-equipped robotic profiling floats, improving our understanding of the climate system and how it is changing. These floats, however, are limited in the number of variables measured. In this study, we train neural networks to predict silicate and phosphate values in the Southern Ocean from temperature, pressure, salinity, oxygen, nitrate, and location and apply these models to earth system model (ESM) and BGC-Argo data to expand the utility of this ocean observation network. We trained our neural networks on observations from the Global Ocean Ship-Based Hydrographic Investigations Program (GO-SHIP) and use dropout regularization to provide uncertainty bounds around our predicted values. Our neural network significantly improves upon linear regression but shows variable levels of uncertainty across the ranges of predicted variables. We explore the generalization of our estimators to test data outside our training distribution from both ESM and BGC-Argo data. Our use of out-of-distribution test data to examine shifts in biogeochemical parameters and calculate uncertainty bounds around estimates advance the state-of-the-art in oceanographic data and climate monitoring. We make our data and code publicly available.",2021/10/29,2021/12/3 15:04,2021/12/3 15:04,2021/12/3 15:04,,,,,,,,,,,,,,,,,,,arXiv.org,,arXiv: 2111.00126,,/Users/bbochenek/Zotero/storage/3RWE6YXX/Park et al. - 2021 - Predicting Critical Biogeochemistry of the Souther.pdf; /Users/bbochenek/Zotero/storage/6YE3KVTQ/2111.html,,,Computer Science - Machine Learning; Physics - Atmospheric and Oceanic Physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVKY6AQF,journalArticle,2020,"Blennow, K.; Persson, J.; Gonçalves, L. M. S.; Borys, A.; Dutcă, I.; Hynynen, J.; Janeczko, E.; Lyubenova, M.; Merganič, J.; Merganičová, K.; Peltoniemi, M.; Petr, M.; Reboredo, F.; Vacchiano, G.; Reyer, C. P. O.","The role of beliefs, expectations and values in decision-making favoring climate change adaptation—implications for communications with European forest professionals",Environmental Research Letters,,1748-9326,10.1088/1748-9326/abc2fa,https://doi.org/10.1088/1748-9326/abc2fa,"Beliefs, expectations and values are often assumed to drive decisions about climate change adaptation. We tested hypotheses based on this assumption using survey responses from 508 European forest professionals in ten countries. We used the survey results to identify communication needs and the decision strategies at play, and to develop guidelines on adequate communications about climate change adaptation. We observed polarization in the positive and negative values associated with climate change impacts accepted by survey respondents. We identified a mechanism creating the polarization that we call the ‘blocked belief’ effect. We found that polarized values did not correlate with decisions about climate change adaptation. Strong belief in the local impacts of climate change on the forest was, however, a prerequisite of decision-making favoring adaptation. Decision-making in favor of adaptation to climate change also correlated with net values of expected specific impacts on the forest and generally increased with the absolute value of these in the absence of ‘tipping point’ behavior. Tipping point behavior occurs when adaptation is not pursued in spite of the strongly negative or positive net value of expected climate change impacts. We observed negative and positive tipping point behavior, mainly in SW Europe and N-NE Europe, respectively. In addition we found that advice on effective adaptation may inhibit adaptation when the receiver is aware of effective adaptation measures unless it is balanced with information explaining how climate change leads to negative impacts. Forest professionals with weak expectations of impacts require communications on climate change and its impacts on forests before any advice on adaptation measures can be effective. We develop evidence-based guidelines on communications using a new methodology which includes Bayesian machine learning modeling of the equivalent of an expected utility function for the adaptation decision problem.",11月-20,2021/12/3 15:04,2021/12/3 15:04,2021/12/3 15:04,114061,,11,15,,Environ. Res. Lett.,,,,,,,,en,,,,,Institute of Physics,,Publisher: IOP Publishing,,"/Users/bbochenek/Zotero/storage/CZSRKLLM/Blennow et al. - 2020 - The role of beliefs, expectations and values in de.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S9E5C2DY,thesis,2021,"Schlund, Manuel",Constraining Uncertainties in Multi-Model Projections of the Future Climate with Observations,,,,,https://media.suub.uni-bremen.de/handle/elib/5144,"Earth system models (ESMs) are common tools to project climate change. The main focus of this thesis is the analysis of climate projections from ESMs participating in the Coupled Model Intercomparison Project (CMIP) with the aim to reduce uncertainties in climate projections with observations. In a first step, climate sensitivity is evaluated in CMIP6 models. For the effective climate sensitivity (ECS), a multi-model range of 1.8-5.6 K is found. This range is higher than in any previous CMIP ensemble before. Possible reasons for this are changes in cloud parameterizations. To reduce uncertainties in the ECS of the CMIP6 models, 11 published emergent constraints on ECS are analyzed. Emergent constraints are approaches to reduce uncertainties in climate projections by combining observations and ESM output. The application of the emergent constraints to CMIP6 data shows a decrease in the skill of the emergent relationships. This is likely related to the increased multi-model spread of ECS in CMIP6, but may in some cases also be due to spurious statistical relationships. The results support previous studies concluding that emergent constraints should be based on independently verifiable physical mechanisms. To overcome these issues of emergent constraints, an alternative approach based on machine learning (ML) is introduced. As target variable, gross primary production (GPP) is studied. In a first step, an existing emergent constraint is used to constrain the global mean GPP at the end of the 21st century in Representative Concentration Pathway (RCP) 8.5 simulations with CMIP5 ESMs to (171 ± 12) GtC yr-1. In a second step, an ML model is used to constrain gridded future absolute GPP. For this, observational data is fed into the ML algorithm that has been trained on CMIP5 data to learn relationships between present-day physically relevant diagnostics and the target variable. In a perfect model setup, the ML model shows superior performance.",2021/8/2,2021/12/3 15:04,2021/12/3 15:04,2021/12/3 15:04,,174,,,,,,,,,,Universität Bremen,,en,cc_by,thesis,,,elib.dlr.de,,DOI: 10.26092/elib/941,,/Users/bbochenek/Zotero/storage/25JGJPAM/Schlund - 2021 - Constraining Uncertainties in Multi-Model Projecti.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI46CLAJ,journalArticle,2021,"Pan, Baoxiang; Anderson, Gemma J.; Goncalves, André; Lucas, Donald D.; Bonfils, Céline J. W.; Lee, Jiwoo; Tian, Yang; Ma, Hsi-Yen",Learning to Correct Climate Projection Biases,Journal of Advances in Modeling Earth Systems,,1942-2466,10.1029/2021MS002509,https://onlinelibrary.wiley.com/doi/abs/10.1029/2021MS002509,"The fidelity of climate projections is often undermined by biases in climate models due to their simplification or misrepresentation of unresolved climate processes. While various bias correction methods have been developed to post-process model outputs to match observations, existing approaches usually focus on limited, low-order statistics, or break either the spatiotemporal consistency of the target variable, or its dependency upon model resolved dynamics. We develop a Regularized Adversarial Domain Adaptation (RADA) methodology to overcome these deficiencies, and enhance efficient identification and correction of climate model biases. Instead of pre-assuming the spatiotemporal characteristics of model biases, we apply discriminative neural networks to distinguish historical climate simulation samples and observation samples. The evidences based on which the discriminative neural networks make distinctions are applied to train the domain adaptation neural networks to bias correct climate simulations. We regularize the domain adaptation neural networks using cycle-consistent statistical and dynamical constraints. An application to daily precipitation projection over the contiguous United States shows that our methodology can correct all the considered moments of daily precipitation at approximately resolution, ensures spatiotemporal consistency and inter-field correlations, and can discriminate between different dynamical conditions. Our methodology offers a powerful tool for disentangling model parameterization biases from their interactions with the chaotic evolution of climate dynamics, opening a novel avenue toward big-data enhanced climate predictions.",2021,2021/12/3 15:04,2021/12/3 15:04,2021/12/3 15:04,e2021MS002509,,10,13,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1029/2021MS002509,,/Users/bbochenek/Zotero/storage/WY6IDJ4M/Pan et al. - 2021 - Learning to Correct Climate Projection Biases.pdf,,,bias correction; climate projection; deep learning; generative adversarial net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WUM5SU6J,journalArticle,2019,"Peng, Yuzhen; Nagy, Zoltán; Schlüter, Arno",Temperature-preference learning with neural networks for occupant-centric building indoor climate controls,Building and Environment,,0360-1323,10.1016/j.buildenv.2019.01.036,https://www.sciencedirect.com/science/article/pii/S0360132319300460,"Heating, ventilation, and air-conditioning (HVAC) are vital components in providing a comfortable indoor climate for the occupants of buildings. In commercial buildings, HVAC setpoints are set according to average comfort temperatures. However, individual temperature preferences may be different. The purpose of this study is to explore the means of making HVAC systems respond automatically to local occupant temperature preferences. To create an occupant-centric indoor temperature environment, we propose an online-learning-based control strategy together with its design process. Four essential variables from four domains—time, indoor and outdoor climates, and occupant behavior—are extracted to construct datasets for preference models. A neural network algorithm and corresponding hyperparameters are suggested to model temperature preferences. According to time-dependent setpoints learned from dynamic contexts, a set of specified rules is used to determine setpoints for HVAC systems. For a period of five months, the resulting learning-based temperature preference control (LTPC) was applied to a cooling system of an office space under real-world conditions. The four case study rooms consisted of typical office uses: single-person and multi-person offices. The experimental results indicate that occupant preferences in the individual rooms differ from each other in both time horizon and temperature levels. The results report energy savings of between 4% and 25% as compared to static temperature setpoints at the low values of preferred temperature ranges. Meanwhile, during LPTC, the need for occupant interventions for adjusting room temperatures to fit their preferences was reduced from four to nine weekdays a month to a maximum of one weekday a month.",2019/5/1,2021/12/3 15:05,2021/12/3 15:05,2021/12/3 15:05,296-308,,,154,,Building and Environment,,,,,,,,en,,,,,ScienceDirect,,,,,,,Data-driven modelling; Human interaction; Intelligent buildings; Neural networks; Occupant behavior; Thermal comfort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J5WI36PD,journalArticle,2021,"Chen, Wei-Han; You, Fengqi",Smart greenhouse control under harsh climate conditions based on data-driven robust model predictive control with principal component analysis and kernel density estimation,Journal of Process Control,,0959-1524,10.1016/j.jprocont.2021.10.004,https://www.sciencedirect.com/science/article/pii/S095915242100175X,"Efficient greenhouse climate control under harsh climate conditions at locations such as Qatar is a challenge because of the high temperature and high relative humidity. This work presents an application of a data-driven robust model predictive control for intelligent control of greenhouse indoor climate in Qatar. The framework integrates dynamic control models of temperature, CO2 concentration level, and humidity of a greenhouse with a data-driven robust optimization framework that accurately and rigorously captures uncertainty in weather forecast error. A machine learning approach combining principal component analysis (PCA) with kernel density estimation (KDE) is adopted to construct data-driven uncertainty sets for temperature, solar radiation, and humidity from historical data. The optimal control inputs that minimize control costs and state violations are obtained by solving a data-driven robust optimization problem at each time step. The application of controlling a greenhouse growing tomatoes located in Doha, Qatar is presented. The results suggest that the proposed PCA and KDE-based data-driven robust model predictive control approach needs lower total control cost than rule-based control and other model predictive control to maintain the greenhouse climate for supporting crop production under harsh climate conditions.",2021/11/1,2021/12/3 15:05,2021/12/3 15:05,2021/12/3 15:05,103-113,,,107,,Journal of Process Control,,,,,,,,en,,,,,ScienceDirect,,,,,,,Greenhouse climate control; Machine learning; Robust model predictive control; Uncertainty set; Weather forecast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHA6VL9X,journalArticle,2021,"Raffa, Patrizio",Where is research on fossil fuels going in times of climate change? A perspective on chemical enhanced oil recovery,MRS Communications,,2159-6867,10.1557/s43579-021-00131-y,https://doi.org/10.1557/s43579-021-00131-y,"In a society where the global search for renewable and sustainable sources of energy, chemicals and materials has rapidly become a priority, due to the challenges posed by climate change, one may think that there is no place anymore for research regarding extraction and production of fossil fuels. However, there is no denying that coal, oil and gas still constitute the major source of energy worldwide by far, and humanity will be dependent on them still for decades. As a matter of fact, the global demand of fossil fuels is still increasing rather than decreasing. However, fossil resources are consumed at a much higher rate than they are generated. Only focusing on crude oil, the chances of finding new conventional reservoirs are nowadays low, and this conventional sources are quickly depleting, therefore it is necessary to turn more and more the attention to unconventional sources, such as carbonate reservoirs, tar sands, oil shales and deep off-shore reservoirs. Chemical enhanced oil recovery (cEOR) techniques are already well established in improving macroscopic and microscopic oil displacement, increasing oil production after primary and secondary methods are exhausted. However, these are mostly implemented in reservoirs that normally possess favorable conditions. Research can still contribute in making these processes more efficient and sustainable, especially for unconventional oil, for as long as we will need to extract fossil fuels. After supporting the idea that exploitation of fossil resources cannot stop just yet, this perspective article will highlight recent advances in the field of cEOR, mentioning new developments in traditional methods, such as polymer and surfactant flooding, as well as newer methods, such as nanoparticles, preformed particle gels, and smart waterflooding, plus the various possible new combinations (hybrid EOR). This paper will finally try to shortly outline future directions of cEOR research, with emphasis on sustainable methods, such as CO2 flooding combined with carbon capture and storage strategies, and newly available research tools, such as reservoir-on-a-chip and machine learning.",2021/11/23,2021/12/3 15:05,2021/12/3 15:05,2021/12/3 15:05,,,,,,MRS Communications,Where is research on fossil fuels going in times of climate change?,,,,,,,en,,,,,Springer Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVNYJ4G7,journalArticle,2019,"Harfouche, Antoine L.; Jacobson, Daniel A.; Kainer, David; Romero, Jonathon C.; Harfouche, Antoine H.; Scarascia Mugnozza, Giuseppe; Moshelion, Menachem; Tuskan, Gerald A.; Keurentjes, Joost J. B.; Altman, Arie",Accelerating Climate Resilient Plant Breeding by Applying Next-Generation Artificial Intelligence,Trends in Biotechnology,,0167-7799,10.1016/j.tibtech.2019.05.007,https://www.sciencedirect.com/science/article/pii/S0167779919301143,"Breeding crops for high yield and superior adaptability to new and variable climates is imperative to ensure continued food security, biomass production, and ecosystem services. Advances in genomics and phenomics are delivering insights into the complex biological mechanisms that underlie plant functions in response to environmental perturbations. However, linking genotype to phenotype remains a huge challenge and is hampering the optimal application of high-throughput genomics and phenomics to advanced breeding. Critical to success is the need to assimilate large amounts of data into biologically meaningful interpretations. Here, we present the current state of genomics and field phenomics, explore emerging approaches and challenges for multiomics big data integration by means of next-generation (Next-Gen) artificial intelligence (AI), and propose a workable path to improvement.",2019/11/1,2021/12/3 15:05,2021/12/3 15:05,2021/12/3 15:05,1217-1235,,11,37,,Trends in Biotechnology,,,,,,,,en,,,,,ScienceDirect,,,,,,,augmented breeding; explainable AI; field phenomics; genomics; next-generation artificial intelligence; smart farming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZVU6ZDLY,journalArticle,2019,"Demuzere, Matthias; Bechtel, Benjamin; Mills, Gerald",Global transferability of local climate zone models,Urban Climate,,2212-0955,10.1016/j.uclim.2018.11.001,https://www.sciencedirect.com/science/article/pii/S2212095518303341,"Using the cloud-computing resources of Google's Earth Engine (EE) and a range of satellite sensors (input features) this paper for the first time explores the potential of up-scaling the current Local Climate Zone mapping efforts to regional and global scales. Using a transferability framework, we test whether information from one city contains valuable information to categorise a different city, simultaneously exploring the role of the input features and the characteristics of individual cities. It was found that the accuracies of the EE approach are comparable to the standard WUDAPT method, making EE a viable alternative approach. The results from the city-to-city experiments are generally poor when compared to the single city benchmark experiments, indicating that the collection of site-specific training areas remains relevant. However, LCZ mapping accuracies are considerably improved when a) the source of the training data is from a city in the same ecoregion as the city of interest and b) if the training areas from several cities are combined. These results support the claim that the LCZ framework is a universal urban typology and indicate that, provided a continued optimisation of input features and quality of training areas, up-scaling to regional or global levels is feasible.",2019/3/1,2021/12/3 15:05,2021/12/3 15:05,2021/12/3 15:05,46-63,,,27,,Urban Climate,,,,,,,,en,,,,,ScienceDirect,,,,,,,Google Earth Engine; Local climate zones; Transferability; Urban form and morphology; WUDAPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYHGHEQX,journalArticle,2018,"Oguntunde, Philip G.; Lischeid, Gunnar; Dietrich, Ottfried",Relationship between rice yield and climate variables in southwest Nigeria using multiple linear regression and support vector machine analysis,International Journal of Biometeorology,,1432-1254,10.1007/s00484-017-1454-6,https://doi.org/10.1007/s00484-017-1454-6,"This study examines the variations of climate variables and rice yield and quantifies the relationships among them using multiple linear regression, principal component analysis, and support vector machine (SVM) analysis in southwest Nigeria. The climate and yield data used was for a period of 36 years between 1980 and 2015. Similar to the observed decrease (P < 0.001) in rice yield, pan evaporation, solar radiation, and wind speed declined significantly. Eight principal components exhibited an eigenvalue > 1 and explained 83.1% of the total variance of predictor variables. The SVM regression function using the scores of the first principal component explained about 75% of the variance in rice yield data and linear regression about 64%. SVM regression between annual solar radiation values and yield explained 67% of the variance. Only the first component of the principal component analysis (PCA) exhibited a clear long-term trend and sometimes short-term variance similar to that of rice yield. Short-term fluctuations of the scores of the PC1 are closely coupled to those of rice yield during the 1986–1993 and the 2006–2013 periods thereby revealing the inter-annual sensitivity of rice production to climate variability. Solar radiation stands out as the climate variable of highest influence on rice yield, and the influence was especially strong during monsoon and post-monsoon periods, which correspond to the vegetative, booting, flowering, and grain filling stages in the study area. The outcome is expected to provide more in-depth regional-specific climate-rice linkage for screening of better cultivars that can positively respond to future climate fluctuations as well as providing information that may help optimized planting dates for improved radiation use efficiency in the study area.",2018/3/1,2021/12/3 15:05,2021/12/3 15:05,2021/12/3 15:05,459-469,,3,62,,Int J Biometeorol,,,,,,,,en,,,,,Springer Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BQ5HN8DB,journalArticle,2019,"Karpatne, Anuj; Ebert-Uphoff, Imme; Ravela, Sai; Babaie, Hassan Ali; Kumar, Vipin",Machine Learning for the Geosciences: Challenges and Opportunities,IEEE Transactions on Knowledge and Data Engineering,,1558-2191,10.1109/TKDE.2018.2861006,,"Geosciences is a field of great societal relevance that requires solutions to several urgent problems facing our humanity and the planet. As geosciences enters the era of big data, machine learning (ML)-that has been widely successful in commercial domains-offers immense potential to contribute to problems in geosciences. However, geoscience applications introduce novel challenges for ML due to combinations of geoscience properties encountered in every problem, requiring novel research in machine learning. This article introduces researchers in the machine learning (ML) community to these challenges offered by geoscience problems and the opportunities that exist for advancing both machine learning and geosciences. We first highlight typical sources of geoscience data and describe their common properties. We then describe some of the common categories of geoscience problems where machine learning can play a role, discussing the challenges faced by existing ML methods and opportunities for novel ML research. We conclude by discussing some of the cross-cutting research themes in machine learning that are applicable across several geoscience problems, and the importance of a deep collaboration between machine learning and geosciences for synergistic advancements in both disciplines.",8月-19,2021/12/3 15:05,2021/12/3 15:05,,1544-1554,,8,31,,,Machine Learning for the Geosciences,,,,,,,,,,,,IEEE Xplore,,Conference Name: IEEE Transactions on Knowledge and Data Engineering,,/Users/bbochenek/Zotero/storage/M9XYZDKV/Karpatne et al. - 2019 - Machine Learning for the Geosciences Challenges a.pdf,,,Atmospheric modeling; Data models; Earth; earth observation data; earth science; Geology; geoscience; Machine learning; Meteorology; physics-based models; Sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
