Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
YNHIU5Q5,journalArticle,2018,"Scher, Sebastian; Messori, Gabriele",Predicting weather forecast uncertainty with machine learning,Quarterly Journal of the Royal Meteorological Society,,1477-870X,10.1002/qj.3410,https://onlinelibrary.wiley.com/doi/abs/10.1002/qj.3410,"Weather forecasts are inherently uncertain. Therefore, for many applications forecasts are only considered valuable if an uncertainty estimate can be assigned to them. Currently, the best method to provide a confidence estimate for individual forecasts is to produce an ensemble of numerical weather simulations, which is computationally very expensive. Here, we assess whether machine learning techniques can provide an alternative approach to predict the uncertainty of a weather forecast given the large-scale atmospheric state at initialization. We propose a method based on deep learning with artificial convolutional neural networks that is trained on past weather forecasts. Given a new weather situation, it assigns a scalar value of confidence to medium-range forecasts initialized from the said atmospheric state, indicating whether the predictability is higher or lower than usual for the time of the year. While our method has a lower skill than ensemble weather forecast models in predicting forecast uncertainty, it is computationally very efficient and outperforms a range of alternative methods that do not involve performing numerical forecasts. This shows that it is possible to use machine learning in order to estimate future forecast uncertainty from past forecasts. The main constraint in the performance of our method seems to be the number of past forecasts available for training the machine learning algorithm.",2018,2021/10/6 12:50,2021/10/6 12:50,2021/10/6 12:50,2830-2841,,717,144,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/qj.3410,,/Users/bbochenek/Zotero/storage/R8YBXMLB/qj.html,,,machine learning; ensembles; statistical methods; weather forecasts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZJZZWVGJ,journalArticle,2018,"Han, Hyangsun; Lee, Sungjae; Kim, Hyun-cheol",Estimation of summer sea ice concentration in the Chukchi Sea using AMSR2 observation and numerical weather prediction data,,,,,https://ui.adsabs.harvard.edu/abs/2018EGUGA..20.6485H,"Sea ice concentration (SIC) is the primary data for the investigation of global climate change and development of the Northern Sea Route. Passive microwave (PM) sensors such as AMSR2 have observed sea ice in polar region and provided SIC every day since 1970s. However, the SIC from the PM observations is typically inaccurate in Arctic summer due to similar microwave radiation characteristics of sea ice and open water, which is mainly attributed to the atmospheric effects. Inclusion of information of atmospheric effects into PM observations can improve the accuracy of SIC estimation in summer. In this study, summer SIC estimation model for the Chukchi Sea in Arctic Ocean based on machine learning approach is developed by using AMSR2 brightness temperatures, ERA-Interim reanalysis data and KOMPSAT-5 SAR images. The brightness temperatures measured by AMSR2 and atmospheric effects predicted by the ERA-Interim are used as input variables for the SIC estimation. The SIC retrieved from KOMPSAT-5 SAR images obtained for the Chukchi Sea in summer is used as reference data. We will evaluate the performance of the SIC estimation model by using optical and SAR images. We will also compare the performance of developed model with that of existing sea ice algorithms for PM sensors.",2018/4/1,2021/10/6 12:50,2021/10/6 12:50,2021/10/6 12:50,6485,,,,,,,,,,,,,,,,,,NASA ADS,,Conference Name: EGU General Assembly Conference Abstracts ADS Bibcode: 2018EGUGA..20.6485H,,/Users/bbochenek/Zotero/storage/VYNV5RUR/Han et al. - 2018 - Estimation of summer sea ice concentration in the .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYEL5ITP,journalArticle,2020,"Bonavita, Massimo; Laloyaux, Patrick",Machine Learning for Model Error Inference and Correction,Journal of Advances in Modeling Earth Systems,,1942-2466,10.1029/2020MS002232,https://onlinelibrary.wiley.com/doi/abs/10.1029/2020MS002232,"Model error is one of the main obstacles to improved accuracy and reliability in numerical weather prediction (NWP) and climate prediction conducted with state-of-the-art, comprehensive high-resolution general circulation models. In a data assimilation framework, recent advances in the context of weak-constraint 4D-Var have shown that it is possible to estimate and correct for a large fraction of systematic model error which develops in the stratosphere over short forecast ranges. The recent explosion of interest in machine learning/deep learning technologies has been driven by their remarkable success in disparate application areas. This raises the question of whether model error estimation and correction in operational NWP and climate prediction can also benefit from these techniques. In this work, we aim to start to give an answer to this question. Specifically, we show that artificial neural networks (ANNs) can reproduce the main results obtained with weak-constraint 4D-Var in the operational configuration of the IFS model of the European Centre for Medium-Range Weather Forecasts (ECMWF). We show that the use of ANN models inside the weak-constraint 4D-Var framework has the potential to extend the applicability of the weak-constraint methodology for model error correction to the whole atmospheric column. Finally, we discuss the potential and limitations of the machine learning/deep learning technologies in the core NWP tasks. In particular, we reconsider the fundamental constraints of a purely data-driven approach to forecasting and provide a view on how to best integrate machine learning technologies within current data assimilation and forecasting methods.",2020,2021/10/6 12:51,2021/10/6 12:51,2021/10/6 12:51,e2020MS002232,,12,12,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1029/2020MS002232,,/Users/bbochenek/Zotero/storage/P6BLYUBZ/Bonavita i Laloyaux - 2020 - Machine Learning for Model Error Inference and Cor.pdf,,,neural networks; artificial intelligence; data assimilation; ECMWF; model error; weak-constraint 4D-Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4EGFFQUT,journalArticle,2021,"Yan, Chao; Feng, Jing; Xia, Kaiwen; Duan, Chaofan",Automatic Regional Interpretation and Forecasting System Supported by Machine Learning,Atmosphere,,,10.3390/atmos12060793,https://www.mdpi.com/2073-4433/12/6/793,"The Model Output Statistics (MOS) model is a dynamic statistical weather forecast model based on multiple linear regression technology. It is greatly affected by the selection of parameters and predictors, especially when the weather changes drastically, or extreme weather occurs. We improved the traditional MOS model with the machine learning method to enhance the capabilities of self-learning and generalization. Simultaneously, multi-source meteorological data were used as the input to the model to improve the data quality. In the experiment, we selected the four areas of Nanjing, Beijing, Chengdu, and Guangzhou for verification, with the numerical weather prediction (NWP) products and observation data from automatic weather stations (AWSs) used to predict the temperature and wind speed in the next 24 h. From the experiment, it can be seen that the accuracy of the prediction values and speed of the method were improved by the ML-MOS. Finally, we compared the ML-MOS model with neural networks and support vector machine (SVM), the results show that the prediction result of the ML-MOS model is better than that of the above two models.",6月-21,2021/10/6 12:51,2021/10/6 12:51,2021/10/6 12:51,793,,6,12,,,,,,,,,,en,http://creativecommons.org/licenses/by/3.0/,,,,www.mdpi.com,,Number: 6 Publisher: Multidisciplinary Digital Publishing Institute,,/Users/bbochenek/Zotero/storage/6I8S6JK4/Yan et al. - 2021 - Automatic Regional Interpretation and Forecasting .pdf,,,random forest; automatic interpretation and forecasting; big data; ML-MOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XN7HJP2H,journalArticle,2021,"Bonavita, Massimo; Arcucci, Rossella; Carrassi, Alberto; Dueben, Peter; Geer, Alan J.; Saux, Bertrand Le; Longépé, Nicolas; Mathieu, Pierre-Philippe; Raynaud, Laure",Machine Learning for Earth System Observation and Prediction,Bulletin of the American Meteorological Society,,"0003-0007, 1520-0477",10.1175/BAMS-D-20-0307.1,https://journals.ametsoc.org/view/journals/bams/102/4/BAMS-D-20-0307.1.xml,"Almost 400 researchers from across the world joined the first ECMWF–ESA Workshop on Machine Learning for Earth System Observation and Prediction (ESOP), which was hosted by ECMWF and held online from 5 to 8 October 2020. The workshop brought together experts from a variety of backgrounds to survey the status of the uptake of machine learning and deep learning (ML/DL) methodologies in the ESOP communities, evaluate their expected impacts and build a consensus view on the best way to realize the untapped potential of ML/DL in Earth system science. Machine and deep learning techniques have made possible remarkable advances in an ever-growing number of disparate application areas, e.g., natural language processing, computer vision, autonomous vehicles, health care, and finance. These advances have been driven by the huge increase in available data and computing power as well as the emergence of more effective and efficient algorithms to extract relevant information from these data pools. Earth system sciences have benefited greatly from well-known laws governing system behavior, such as the Navier–Stokes equations for fluid flow or the laws governing radiative transfer, and the success of the field has in many ways been based on its ability to translate these physical/dynamical laws into accurate numerical models. However, the field is expanding into areas that, due to the scales involved, are not easy to model from fundamental principles—this includes areas such as cloud and precipitation physics and biological processes; further, there are areas where system parameters are heterogeneous on fine scales and hence are not fully known—e.g., Earth’s surface, its vegetation, soil, and hydrological properties. Earth system sciences have arguably been latecomers to the ML/DL party, but interest is rapidly growing, as borne out by the increasing number of publications in the field which make use of ML/DL techniques and confirmed by the large number of participants to this workshop and to other similar events. Innovative applications of ML/DL tools are becoming increasingly common and the workshop was structured to reflect their increasing relevance for all aspects of the numerical weather prediction (NWP) and climate prediction workflow (Fig. 1). The following report focuses on the main discussion points and outcomes in the areas covered by the workshop.",2021/4/1,2021/10/6 12:51,2021/10/6 12:52,2021/10/6 12:51,E710-E716,,4,102,,,,,,,,,,EN,,,,,journals.ametsoc.org,,Publisher: American Meteorological Society Section: Bulletin of the American Meteorological Society,,/Users/bbochenek/Zotero/storage/UFWMCWGM/Bonavita et al. - 2021 - Machine Learning for Earth System Observation and .pdf; /Users/bbochenek/Zotero/storage/5MF32QAK/BAMS-D-20-0307.1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8VZTFAHW,journalArticle,2020,"Palmer, Tim",A Vision for Numerical Weather Prediction in 2030,arXiv:2007.04830 [physics],,,,http://arxiv.org/abs/2007.04830,"In this essay, I outline a personal vision of how I think Numerical Weather Prediction (NWP) should evolve in the years leading up to 2030 and hence what it should look like in 2030. By NWP I mean initial-value predictions from timescales of hours to seasons ahead. Here I want to focus on how NWP can better help save lives from increasingly extreme weather in those parts of the world where society is most vulnerable. Whilst we can rightly be proud of many parts of our NWP heritage, its evolution has been influenced by national or institutional politics as well as by underpinning scientific principles. Sometimes these conflict with each other. It is important to be able to separate these issues when discussing how best meteorological science can serve society in 2030; otherwise any disruptive change - no matter how compelling the scientific case for it - becomes impossibly difficult.",2020/7/3,2021/10/6 12:52,2021/10/6 12:52,2021/10/6 12:52,,,,,,,,,,,,,,,,,,,arXiv.org,,arXiv: 2007.04830,,/Users/bbochenek/Zotero/storage/IRULHZHB/Palmer - 2020 - A Vision for Numerical Weather Prediction in 2030.pdf; /Users/bbochenek/Zotero/storage/AANUVSL2/2007.html,,,Physics - Atmospheric and Oceanic Physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD5J9UFM,journalArticle,2020,"Hon, Kai Kwong; Ng, Cho Wing; Chan, Pak Wai",Machine learning based multi-index prediction of aviation turbulence over the Asia-Pacific,Machine Learning with Applications,,2666-8270,10.1016/j.mlwa.2020.100008,https://www.sciencedirect.com/science/article/pii/S2666827020300086,"In-flight turbulence is recognized as a major safety hazard for the global aviation system, capable of causing serious injuries to crew and passengers as well as structural damage to the aircraft. Its prediction at 1 to 2 days ahead mainly relies on numerical weather prediction (NWP) models, which suffer from various practical and inherent deficiencies. This paper applies the XGBoost algorithm in generating skillful aviation turbulence forecasts through optimal combination of a collection of conventional “turbulence indices” produced by an NWP model. Verification over a 1-year period against over 16000 aircraft pilot reports demonstrated consistent superior performance of the machine-learning based multi-index consensus (MIC) over the Asia-Pacific region, with median gains in skill score between 3% to 17% compared to constituent turbulence indices when taken individually.",2020/12/15,2021/10/6 12:52,2021/10/6 12:52,2021/10/6 12:52,100008,,,2,,Machine Learning with Applications,,,,,,,,en,,,,,ScienceDirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7MAW5AN,journalArticle,2020,"Burke, Amanda; Snook, Nathan; Ii, David John Gagne; McCorkle, Sarah; McGovern, Amy",Calibration of Machine Learning–Based Probabilistic Hail Predictions for Operational Forecasting,Weather and Forecasting,,"1520-0434, 0882-8156",10.1175/WAF-D-19-0105.1,https://journals.ametsoc.org/view/journals/wefo/35/1/waf-d-19-0105.1.xml,"<section class=""abstract""><h2 class=""abstractTitle text-title my-1"" id=""d15050723e111"">Abstract</h2><p>In this study, we use machine learning (ML) to improve hail prediction by postprocessing numerical weather prediction (NWP) data from the new High-Resolution Ensemble Forecast system, version 2 (HREFv2). Multiple operational models and ensembles currently predict hail, however ML models are more computationally efficient and do not require the physical assumptions associated with explicit predictions. Calibrating the ML-based predictions toward familiar forecaster output allows for a combination of higher skill associated with ML models and increased forecaster trust in the output. The observational dataset used to train and verify the random forest model is the Maximum Estimated Size of Hail (MESH), a Multi-Radar Multi-Sensor (MRMS) product. To build trust in the predictions, the ML-based hail predictions are calibrated using isotonic regression. The target datasets for isotonic regression include the local storm reports and Storm Prediction Center (SPC) practically perfect data. Verification of the ML predictions indicates that the probability magnitudes output from the calibrated models closely resemble the day-1 SPC outlook and practically perfect data. The ML model calibrated toward the local storm reports exhibited better or similar skill to the uncalibrated predictions, while decreasing model bias. Increases in reliability and skill after calibration may increase forecaster trust in the automated hail predictions.</p></section>",2020/2/1,2021/10/6 12:52,2021/10/6 12:52,2021/10/6 12:52,149-168,,1,35,,,,,,,,,,EN,,,,,journals.ametsoc.org,,Publisher: American Meteorological Society Section: Weather and Forecasting,,/Users/bbochenek/Zotero/storage/XQWFKY7T/Burke et al. - 2020 - Calibration of Machine Learning–Based Probabilisti.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62R2E4YC,journalArticle,2020,"Bodini, Nicola; Lundquist, Julie K.; Optis, Michael",Can machine learning improve the model representation of turbulent kinetic energy dissipation rate in the boundary layer for complex terrain?,Geoscientific Model Development (Online),,1991-9603,10.5194/gmd-13-4271-2020,https://www.osti.gov/pages/biblio/1660091-can-machine-learning-improve-model-representation-turbulent-kinetic-energy-dissipation-rate-boundary-layer-complex-terrain,"Current turbulence parameterizations in numerical weather prediction models at the mesoscale assume a local equilibrium between production and dissipation of turbulence. As this assumption does not hold at fine horizontal resolutions, improved ways to represent turbulent kinetic energy (TKE) dissipation rate (ϵ) are needed. Here, we use a 6-week data set of turbulence measurements from 184 sonic anemometers in complex terrain at the Perdigão field campaign to suggest improved representations of dissipation rate. First, we demonstrate that the widely used Mellor, Yamada, Nakanishi, and Niino (MYNN) parameterization of TKE dissipation rate leads to a large inaccuracy and bias in the representation of ϵ. Next, we assess the potential of machine-learning techniques to predict TKE dissipation rate from a set of atmospheric and terrain-related features. We train and test several machine-learning algorithms using the data at Perdigão, and we find that the models eliminate the bias MYNN currently shows in representing ϵ, while also reducing the average error by up to almost 40 %. Of all the variables included in the algorithms, TKE is the variable responsible for most of the variability of ϵ, and a strong positive correlation exists between the two. These results suggest further consideration of machine-learning techniques to enhance parameterizations of turbulence in numerical weather prediction models.",2020/9/16,2021/10/6 12:52,2021/10/6 12:52,2021/10/6 12:52,,,9,13,,,,,,,,,,English,,,,,www.osti.gov,,"Institution: National Renewable Energy Lab. (NREL), Golden, CO (United States) Number: NREL/JA-5000-75496 Publisher: Copernicus Publications, EGU",,/Users/bbochenek/Zotero/storage/X2DUPAWS/Bodini et al. - 2020 - Can machine learning improve the model representat.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BYUU9RA9,journalArticle,2021,"Kochkov, Dmitrii; Smith, Jamie A.; Alieva, Ayya; Wang, Qing; Brenner, Michael P.; Hoyer, Stephan",Machine learning–accelerated computational fluid dynamics,Proceedings of the National Academy of Sciences,,"0027-8424, 1091-6490",10.1073/pnas.2101784118,https://www.pnas.org/content/118/21/e2101784118,"Numerical simulation of fluids plays an essential role in modeling many physical phenomena, such as weather, climate, aerodynamics, and plasma physics. Fluids are well described by the Navier–Stokes equations, but solving these equations at scale remains daunting, limited by the computational cost of resolving the smallest spatiotemporal features. This leads to unfavorable trade-offs between accuracy and tractability. Here we use end-to-end deep learning to improve approximations inside computational fluid dynamics for modeling two-dimensional turbulent flows. For both direct numerical simulation of turbulence and large-eddy simulation, our results are as accurate as baseline solvers with 8 to 10× finer resolution in each spatial dimension, resulting in 40- to 80-fold computational speedups. Our method remains stable during long simulations and generalizes to forcing functions and Reynolds numbers outside of the flows where it is trained, in contrast to black-box machine-learning approaches. Our approach exemplifies how scientific computing can leverage machine learning and hardware accelerators to improve simulations without sacrificing accuracy or generalization.",2021/5/25,2021/10/6 12:53,2021/10/6 12:53,2021/10/6 12:53,,,21,118,,PNAS,,,,,,,,en,Copyright © 2021 the Author(s). Published by PNAS.. https://creativecommons.org/licenses/by-nc-nd/4.0/This open access article is distributed under Creative Commons Attribution-NonCommercial-NoDerivatives License 4.0 (CC BY-NC-ND).,,,,www.pnas.org,,Publisher: National Academy of Sciences Section: Physical Sciences PMID: 34006645,,/Users/bbochenek/Zotero/storage/J4V2F5W3/Kochkov et al. - 2021 - Machine learning–accelerated computational fluid d.pdf; ,http://www.ncbi.nlm.nih.gov/pubmed/34006645,,machine learning; computational physics; nonlinear partial differential equations; turbulence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2M3ADSV,webpage,,,Deep learning-based effective fine-grained weather forecasting model | SpringerLink,,,,,https://link.springer.com/article/10.1007/s10044-020-00898-1,"It is well-known that numerical weather prediction (NWP) models require considerable computer power to solve complex mathematical equations to obtain a forecast based on current weather conditions. In this article, we propose a novel lightweight data-driven weather forecasting model by exploring temporal modelling approaches of long short-term memory (LSTM) and temporal convolutional networks (TCN) and compare its performance with the existing classical machine learning approaches, statistical forecasting approaches, and a dynamic ensemble method, as well as the well-established weather research and forecasting (WRF) NWP model. More specifically Standard Regression (SR), Support Vector Regression (SVR), and Random Forest (RF) are implemented as the classical machine learning approaches, and Autoregressive Integrated Moving Average (ARIMA), Vector Auto Regression (VAR), and Vector Error Correction Model (VECM) are implemented as the statistical forecasting approaches. Furthermore, Arbitrage of Forecasting Expert (AFE) is implemented as the dynamic ensemble method in this article. Weather information is captured by time-series data and thus, we explore the state-of-art LSTM and TCN models, which is a specialised form of neural network for weather prediction. The proposed deep model consists of a number of layers that use surface weather parameters over a given period of time for weather forecasting. The proposed deep learning networks with LSTM and TCN layers are assessed in two different regressions, namely multi-input multi-output and multi-input single-output. Our experiment shows that the proposed lightweight model produces better results compared to the well-known and complex WRF model, demonstrating its potential for efficient and accurate weather forecasting up to 12 h.",,2021/10/6 12:53,2021/10/6 12:53,2021/10/6 12:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFAZI6EU,conferencePaper,2020,"Konstantinou, Theodoros; Savvopoulos, Nikolaos; Hatziargyriou, Nikos",Post-processing Numerical Weather Prediction for Probabilistic Wind Forecasting,2020 International Conference on Probabilistic Methods Applied to Power Systems (PMAPS),,,10.1109/PMAPS47429.2020.9183641,,"Weather variables are commonly used in many applications in power systems. One of the most common weather variables is the wind speed. Wind speed is used mainly in renewable energy forecasting, thermal rating of transmission lines and extreme events estimation. Unfortunately, wind is a very volatile physical phenomenon. The prediction of wind speed is a very difficult procedure with low accuracy, while all the errors are incorporated in the final functions that use this variable. A way to tackle this issue is to post-process the wind predictions with data driven methods to estimate the probabilistic density function of the wind speed. In this paper we propose a probabilistic wind speed forecasting method based on the use of artificial neural networks.",8月-20,2021/10/6 12:53,2021/10/6 12:53,,6-1月,,,,,,,,,,,,,,,,,,IEEE Xplore,,ISSN: 2642-6757,,,,,Forecasting; Predictive models; Numerical models; Neural networks; Machine Learning; Probabilistic logic; Wind speed; Numerical Weather Predictions; Probabilistic Forecasting; Wind Speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 International Conference on Probabilistic Methods Applied to Power Systems (PMAPS),,,,,,,,,,,,,,,
FKT6MEJI,journalArticle,2019,"Hintz, Kasper S.; Vedel, Henrik; Kaas, Eigil",Collecting and processing of barometric data from smartphones for potential use in numerical weather prediction data assimilation,Meteorological Applications,,1469-8080,10.1002/met.1805,https://onlinelibrary.wiley.com/doi/abs/10.1002/met.1805,"The potential for use of crowd-sourced data in the atmospheric sciences is vastly expanding, including observations from smartphones with barometric sensors. Smartphone pressure observations can potentially help improve numerical weather prediction and aid forecasters. In this contribution a method of collecting data from smartphones is presented, other methods are discussed and guidelines are derived from the experience. Quality control is vital when using crowd-sourced data. Screening methods aimed at smartphone pressure observations are presented. Results from previous studies, showing a substantial but long-term stable bias in combination with high relative accuracy, are confirmed. The collection of Danish smartphone pressure observations has been very successful, with over 6 million observations during a 7 week period. Case studies show that distinct weather patterns can be seen in unprocessed data. The screening method developed reduces the observational noise but filters out the majority of observations. Assimilating smartphone pressure observations in a single case study, using the 3D variational data assimilation system of the HARMONIE numerical weather prediction system, proved to decrease the bias of surface pressure in the model without increasing the root mean square error and the skill of accumulated precipitation increased. It is found that the altitude assignment of smartphones needs improvement.",2019,2021/10/6 12:53,2021/10/6 12:53,2021/10/6 12:53,733-746,,4,26,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/met.1805,,/Users/bbochenek/Zotero/storage/AZJ3SDA5/Hintz et al. - 2019 - Collecting and processing of barometric data from .pdf,,,crowdsourcing; observations; smartphones; surface pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBYYCS6K,journalArticle,2021,"Alerskans, Emy; Nyborg, Joachim; Birk, Morten; Kaas, Eigil",Prediction of near-surface temperatures using a non-linear machine learning post-processing model,,,,,https://ui.adsabs.harvard.edu/abs/2021EGUGA..2311378A,"Numerical weather prediction (NWP) models are known to exhibit systematic errors, especially for near-surface variables such as air temperature. This is partly due to deficiencies in the physical formulation of the model dynamics and the inability of these models to successfully handle sub-grid phenomena. Forecasts that better match the locally observed weather can be obtained by post-processing NWP model output using local meteorological observations. Here, we have implemented a non-linear post-processing model based on machine learning techniques with the aim of post-processing near-surface air temperature forecasts from a global coarse-resolution model in order to produce localized forecasts. The model is trained on observational from a network of private weather stations and forecast data from the global coarse-resolution NWP model. Independent data is used to assess the performance of the model and the results are compared with the performance of the raw NWP model output. Overall, the non-linear machine learning post-processing method reduces the bias and the standard deviation compared to the raw NWP forecast and produces a forecast that better match the locally observed weather.",2021/4/1,2021/10/6 12:55,2021/10/6 12:55,2021/10/6 12:55,EGU21-11378,,,,,,,,,,,,,,,,,,NASA ADS,,Conference Name: EGU General Assembly Conference Abstracts ADS Bibcode: 2021EGUGA..2311378A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55JJXEAH,journalArticle,2021,"Özen, Cem; Dinç, Umur; Deniz, Ali; Karan, Haldun",Wind power generation forecast by coupling numerical weather prediction model and gradient boosting machines in Yahyalı wind power plant,Wind Engineering,,0309-524X,10.1177/0309524X20972115,https://doi.org/10.1177/0309524X20972115,"Forecasting of the wind speed and power generation for a wind farm has always been quite challenging and has importance in terms of balancing the electricity grid and preventing energy imbalance penalties. This study focuses on creating a hybrid model that uses both numerical weather prediction model and gradient boosting machines (GBM) for wind power generation forecast. Weather Research and Forecasting (WRF) model with a low spatial resolution is used to increase temporal resolutions of the computed new or existing variables whereas GBM is used for downscaling purposes. The results of the hybrid model have been compared with the outputs of a stand-alone WRF which is well configured in terms of physical schemes and has a high spatial resolution for Yahyalı wind farm over a complex terrain located in Turkey. Consequently, the superiority of the hybrid model in terms of both performance indicators and computational expense in detail is shown.",2021/10/1,2021/10/6 12:55,2021/10/6 12:55,2021/10/6 12:55,1256-1272,,5,45,,Wind Engineering,,,,,,,,en,,,,,SAGE Journals,,Publisher: SAGE Publications,,,,,machine learning; wind energy; gradient boosting machines; hybrid model; Wind power generation forecast; WRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68RDJ8YS,webpage,,,"Wind power generation forecast by coupling numerical weather prediction model and gradient boosting machines in Yahyalı wind power plant - Cem Özen, Umur Dinç, Ali Deniz, Haldun Karan, 2021",,,,,https://journals.sagepub.com/doi/abs/10.1177/0309524X20972115,"Forecasting of the wind speed and power generation for a wind farm has always been quite challenging and has importance in terms of balancing the electricity grid and preventing energy imbalance penalties. This study focuses on creating a hybrid model that uses both numerical weather prediction model and gradient boosting machines (GBM) for wind power generation forecast. Weather Research and Forecasting (WRF) model with a low spatial resolution is used to increase temporal resolutions of the computed new or existing variables whereas GBM is used for downscaling purposes. The results of the hybrid model have been compared with the outputs of a stand-alone WRF which is well configured in terms of physical schemes and has a high spatial resolution for Yahyalı wind farm over a complex terrain located in Turkey. Consequently, the superiority of the hybrid model in terms of both performance indicators and computational expense in detail is shown.",,2021/10/6 12:55,2021/10/6 12:55,2021/10/6 12:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLYL9FW4,journalArticle,2019,"Shiben, E.; Smith, W.; Zhang, Q.; Russell, J. M., III; McNabb, J. M. C.",Investigating Severe Weather Forecasting Using Machine Learning Techniques.,,,,,https://ui.adsabs.harvard.edu/abs/2019AGUFM.A33M2969S,"Hyperspectral infrared sounders, such as the Atmospheric Infrared Sounder (AIRS) on the Aqua satellite, the Infrared Atmospheric Sounding Interferometer (IASI) on MetOp-A, MetOp-B, and MetOp-C satellites, and the Cross-track Infrared Sounder (CrIS) on the Suomi NPP satellite and the Joint Polar Satellite System (JPSS), measure outgoing radiation from Earth in thousands of hyper-spectral resolution channels between 650 to 2700 cm-1. A satellite's ability to detect atmospheric structure with altitude is determined by the number of channels it contains, granting the hyper-spectral the ability to detect temperature and humidity profiles with a vertical resolution of 1-3 km, and an average accuracy of 1-2 Kelvin and 10-20% [Strow et. al. 2003]. The Advanced Baseline Imager (ABI) on board the Geostationary Operational Environmental Satellites (GOES)-R satellite is a multi-spectral channel instrument which measures outgoing longwave radiation in 10 infrared spectral bands ranging from 3.7 µm to 13.3 µm at spatial resolutions of 2 km with 5 - 10 minutes refresh rate, depending on the location being observed. Due to the lack of hyper-spectral IR channels the ABI does not provide adequate spectral resolution for Numerical Weather Prediction (NWP) modeling. By training a neural network to fuse the ABI and the polar satellite hyper-spectral sounding datasets, a dataset is created combining the high temporal and spatial resolution of the ABI measurements with the hyper-spectral/high vertical resolution soundings providing accurate 4-dimensional temperature and moisture data. These data are then assimilated, in place of satellite radiances, in a National Oceanic and Atmospheric Administration (NOAA) operational Rapid Refresh (RAP) configured NWP model to provide a more accurate forecast of severe weather prediction parameters (e.g., stability indices) hours in advance.",2019/12/1,2021/10/6 12:56,2021/10/6 12:56,2021/10/6 12:56,A33M-2969,,,2019,,,,,,,,,,,,,,,NASA ADS,,Conference Name: AGU Fall Meeting Abstracts ADS Bibcode: 2019AGUFM.A33M2969S,,,,,machine learning; 0555 Neural networks; 1942 Machine learning; COMPUTATIONAL GEOPHYSICS; fuzzy logic; GLOBAL CHANGE; INFORMATICS; 1610 Atmosphere; 3360 Remote sensing; ATMOSPHERIC PROCESSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
